priority,product_key,supplier_key,category_key,model_key,variant_key,official_article,official_price,official_url,official_title,kaspi_title,current_market_status,market_sellable_reason,current_market_source,current_market_price,current_market_url,kaspi_price,kaspi_stock,lead_time_days,market_priority_bucket,recommended_source,fill_source,fill_url,fill_price,fill_available,fill_stock,fill_lead_time_days,search_query,search_ozon_url,search_wb_url,search_kaspi_url,search_google_url,notes
12,demiand_air_fryer_luneo_wifi_black,demiand,air_fryers,luneo,wifi_black,DK-2700/Черный,19900,https://demiand.ru/product/%d0%b0%d1%8d%d1%80%d0%be%d0%b3%d1%80%d0%b8%d0%bb%d1%8c-demiand-luneo-%d1%81-wi-fi-%d0%b8-%d1%83%d0%bf%d1%80%d0%b0%d0%b2%d0%bb%d0%b5%d0%bd%d0%b8%d0%b5%d0%bc-%d1%87%d0%b5%d1%80%d0%b5%d0%b7-%d0%bf-2/,"Аэрогриль DEMIAND Luneo с Wi-Fi и управлением через приложение; с функциями фритюрницы, духовки и микроволновки без СВЧ-излучения","VAITAN Demiand Аэрогриль DEMIAND Luneo с Wi-Fi и управлением через приложение; с функциями фритюрницы, духовки и",missing,market_data_not_loaded,,,,,,20,1_main_air_fryers,ozon/wb/manual,,,,,,,DEMIAND DK-2700 Черный LUNEO аэрогриль,https://www.ozon.kz/search/?text=DEMIAND+DK-2700+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+LUNEO+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C,https://www.wildberries.ru/catalog/0/search.aspx?search=DEMIAND+DK-2700+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+LUNEO+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C,https://kaspi.kz/shop/search/?text=DEMIAND+DK-2700+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+LUNEO+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C,https://www.google.com/search?q=DEMIAND+DK-2700+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+LUNEO+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C+%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,для input/market заполнять fill_*; product_key не менять
12,demiand_air_fryer_luneo_wifi_white,demiand,air_fryers,luneo,wifi_white,DK-2700/Белый,19900,https://demiand.ru/product/%d0%b0%d1%8d%d1%80%d0%be%d0%b3%d1%80%d0%b8%d0%bb%d1%8c-demiand-luneo-%d1%81-wi-fi-%d0%b8-%d1%83%d0%bf%d1%80%d0%b0%d0%b2%d0%bb%d0%b5%d0%bd%d0%b8%d0%b5%d0%bc-%d1%87%d0%b5%d1%80%d0%b5%d0%b7-%d0%bf%d1%80/,"Аэрогриль DEMIAND Luneo с Wi-Fi и управлением через приложение; с функциями фритюрницы, духовки и микроволновки без СВЧ-излучения","VAITAN Demiand Аэрогриль DEMIAND Luneo с Wi-Fi и управлением через приложение; с функциями фритюрницы, духовки и",missing,market_data_not_loaded,,,,,,20,1_main_air_fryers,ozon/wb/manual,,,,,,,DEMIAND DK-2700 Белый LUNEO аэрогриль,https://www.ozon.kz/search/?text=DEMIAND+DK-2700+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9+LUNEO+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C,https://www.wildberries.ru/catalog/0/search.aspx?search=DEMIAND+DK-2700+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9+LUNEO+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C,https://kaspi.kz/shop/search/?text=DEMIAND+DK-2700+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9+LUNEO+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C,https://www.google.com/search?q=DEMIAND+DK-2700+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9+LUNEO+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C+%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,для input/market заполнять fill_*; product_key не менять
12,demiand_air_fryer_sanders_max_wifi_black,demiand,air_fryers,sanders_max,wifi_black,DK-2400/Черный-Wifi,24000,https://demiand.ru/product/%d0%b0%d1%8d%d1%80%d0%be%d0%b3%d1%80%d0%b8%d0%bb%d1%8c-demiand-sanders-max-c-wifi-%d1%83%d0%bf%d1%80%d0%b0%d0%b2%d0%bb%d0%b5%d0%bd%d0%b8%d0%b5%d0%bc-%d1%81-%d1%82%d0%b5%d1%85%d0%bd%d0%be%d0%bb%d0%be/,"Аэрогриль DEMIAND SANDERS MAX c Wifi управлением, с технологией приготовления с паром и горячим обдувом воздуха на 360°, черного цвета",VAITAN Demiand Sanders Max аэрогриль черный л Wi-Fi 12 программ,missing,market_data_not_loaded,,,,,,20,1_main_air_fryers,ozon/wb/manual,,,,,,,DEMIAND DK-2400 Черный-Wifi SANDERS MAX аэрогриль черный,https://www.ozon.kz/search/?text=DEMIAND+DK-2400+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9-Wifi+SANDERS+MAX+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9,https://www.wildberries.ru/catalog/0/search.aspx?search=DEMIAND+DK-2400+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9-Wifi+SANDERS+MAX+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9,https://kaspi.kz/shop/search/?text=DEMIAND+DK-2400+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9-Wifi+SANDERS+MAX+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9,https://www.google.com/search?q=DEMIAND+DK-2400+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9-Wifi+SANDERS+MAX+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C+%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,для input/market заполнять fill_*; product_key не менять
12,demiand_air_fryer_sanders_max_wifi_metal,demiand,air_fryers,sanders_max,wifi_metal,DK-2400/Металл-Wifi,24000,https://demiand.ru/product/%d0%b0%d1%8d%d1%80%d0%be%d0%b3%d1%80%d0%b8%d0%bb%d1%8c-demiand-sanders-max-c-wifi-%d1%83%d0%bf%d1%80%d0%b0%d0%b2%d0%bb%d0%b5%d0%bd%d0%b8%d0%b5%d0%bc-%d1%81-%d1%82%d0%b5%d1%85%d0%bd%d0%be%d0%bb%d0%be-2/,"Аэрогриль DEMIAND SANDERS MAX c Wifi управлением, с технологией приготовления с паром и горячим обдувом воздуха на 360°, металлического цвета",VAITAN Demiand Sanders Max аэрогриль металлик л Wi-Fi 12 программ,missing,market_data_not_loaded,,,,,,20,1_main_air_fryers,ozon/wb/manual,,,,,,,DEMIAND DK-2400 Металл-Wifi SANDERS MAX аэрогриль металл,https://www.ozon.kz/search/?text=DEMIAND+DK-2400+%D0%9C%D0%B5%D1%82%D0%B0%D0%BB%D0%BB-Wifi+SANDERS+MAX+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%BC%D0%B5%D1%82%D0%B0%D0%BB%D0%BB,https://www.wildberries.ru/catalog/0/search.aspx?search=DEMIAND+DK-2400+%D0%9C%D0%B5%D1%82%D0%B0%D0%BB%D0%BB-Wifi+SANDERS+MAX+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%BC%D0%B5%D1%82%D0%B0%D0%BB%D0%BB,https://kaspi.kz/shop/search/?text=DEMIAND+DK-2400+%D0%9C%D0%B5%D1%82%D0%B0%D0%BB%D0%BB-Wifi+SANDERS+MAX+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%BC%D0%B5%D1%82%D0%B0%D0%BB%D0%BB,https://www.google.com/search?q=DEMIAND+DK-2400+%D0%9C%D0%B5%D1%82%D0%B0%D0%BB%D0%BB-Wifi+SANDERS+MAX+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%BC%D0%B5%D1%82%D0%B0%D0%BB%D0%BB+%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C+%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,для input/market заполнять fill_*; product_key не менять
12,demiand_air_fryer_sanders_max_wifi_white,demiand,air_fryers,sanders_max,wifi_white,DK-2400/Белый-Wifi,24000,https://demiand.ru/product/%d0%b0%d1%8d%d1%80%d0%be%d0%b3%d1%80%d0%b8%d0%bb%d1%8c-demiand-sanders-max-c-wifi-%d1%83%d0%bf%d1%80%d0%b0%d0%b2%d0%bb%d0%b5%d0%bd%d0%b8%d0%b5%d0%bc-%d1%81-%d1%82%d0%b5%d1%85%d0%bd%d0%be%d0%bb%d0%be-3/,"Аэрогриль DEMIAND SANDERS MAX c Wifi управлением, с технологией приготовления с паром и горячим обдувом воздуха на 360°, белого цвета",VAITAN Demiand Sanders Max аэрогриль белый л Wi-Fi 12 программ,missing,market_data_not_loaded,,,,,,20,1_main_air_fryers,ozon/wb/manual,,,,,,,DEMIAND DK-2400 Белый-Wifi SANDERS MAX аэрогриль белый,https://www.ozon.kz/search/?text=DEMIAND+DK-2400+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9-Wifi+SANDERS+MAX+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9,https://www.wildberries.ru/catalog/0/search.aspx?search=DEMIAND+DK-2400+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9-Wifi+SANDERS+MAX+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9,https://kaspi.kz/shop/search/?text=DEMIAND+DK-2400+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9-Wifi+SANDERS+MAX+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9,https://www.google.com/search?q=DEMIAND+DK-2400+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9-Wifi+SANDERS+MAX+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9+%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C+%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,для input/market заполнять fill_*; product_key не менять
12,demiand_air_fryer_sanders_wifi_black,demiand,air_fryers,sanders,wifi_black,DK-2200/Черный-Wifi,22000,https://demiand.ru/product/%d0%b0%d1%8d%d1%80%d0%be%d0%b3%d1%80%d0%b8%d0%bb%d1%8c-demiand-sanders-c-wifi-%d1%83%d0%bf%d1%80%d0%b0%d0%b2%d0%bb%d0%b5%d0%bd%d0%b8%d0%b5%d0%bc-%d1%81-%d1%82%d0%b5%d1%85%d0%bd%d0%be%d0%bb%d0%be-2/,"Аэрогриль DEMIAND SANDERS c Wifi управлением, с технологией приготовления с паром и горячим обдувом воздуха на 360°, черного цвета",VAITAN Demiand Sanders аэрогриль черный л Wi-Fi 12 программ,missing,market_data_not_loaded,,,,,,20,1_main_air_fryers,ozon/wb/manual,,,,,,,DEMIAND DK-2200 Черный-Wifi SANDERS аэрогриль черный,https://www.ozon.kz/search/?text=DEMIAND+DK-2200+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9-Wifi+SANDERS+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9,https://www.wildberries.ru/catalog/0/search.aspx?search=DEMIAND+DK-2200+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9-Wifi+SANDERS+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9,https://kaspi.kz/shop/search/?text=DEMIAND+DK-2200+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9-Wifi+SANDERS+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9,https://www.google.com/search?q=DEMIAND+DK-2200+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9-Wifi+SANDERS+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C+%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,для input/market заполнять fill_*; product_key не менять
12,demiand_air_fryer_sanders_wifi_metal,demiand,air_fryers,sanders,wifi_metal,DK-2200/Металл-Wifi,22000,https://demiand.ru/product/%d0%b0%d1%8d%d1%80%d0%be%d0%b3%d1%80%d0%b8%d0%bb%d1%8c-demiand-sanders-c-wifi-%d1%83%d0%bf%d1%80%d0%b0%d0%b2%d0%bb%d0%b5%d0%bd%d0%b8%d0%b5%d0%bc-%d1%81-%d1%82%d0%b5%d1%85%d0%bd%d0%be%d0%bb%d0%be/,"Аэрогриль DEMIAND SANDERS c Wifi управлением, с технологией приготовления с паром и горячим обдувом воздуха на 360°, металлического цвета",VAITAN Demiand Sanders аэрогриль металлик л Wi-Fi 12 программ,missing,market_data_not_loaded,,,,,,20,1_main_air_fryers,ozon/wb/manual,,,,,,,DEMIAND DK-2200 Металл-Wifi SANDERS аэрогриль металл,https://www.ozon.kz/search/?text=DEMIAND+DK-2200+%D0%9C%D0%B5%D1%82%D0%B0%D0%BB%D0%BB-Wifi+SANDERS+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%BC%D0%B5%D1%82%D0%B0%D0%BB%D0%BB,https://www.wildberries.ru/catalog/0/search.aspx?search=DEMIAND+DK-2200+%D0%9C%D0%B5%D1%82%D0%B0%D0%BB%D0%BB-Wifi+SANDERS+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%BC%D0%B5%D1%82%D0%B0%D0%BB%D0%BB,https://kaspi.kz/shop/search/?text=DEMIAND+DK-2200+%D0%9C%D0%B5%D1%82%D0%B0%D0%BB%D0%BB-Wifi+SANDERS+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%BC%D0%B5%D1%82%D0%B0%D0%BB%D0%BB,https://www.google.com/search?q=DEMIAND+DK-2200+%D0%9C%D0%B5%D1%82%D0%B0%D0%BB%D0%BB-Wifi+SANDERS+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%BC%D0%B5%D1%82%D0%B0%D0%BB%D0%BB+%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C+%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,для input/market заполнять fill_*; product_key не менять
12,demiand_air_fryer_sanders_wifi_white,demiand,air_fryers,sanders,wifi_white,DK-2200/Белый-Wifi,22000,https://demiand.ru/product/%d0%b0%d1%8d%d1%80%d0%be%d0%b3%d1%80%d0%b8%d0%bb%d1%8c-demiand-sanders-c-wifi-%d1%83%d0%bf%d1%80%d0%b0%d0%b2%d0%bb%d0%b5%d0%bd%d0%b8%d0%b5%d0%bc-%d1%81-%d1%82%d0%b5%d1%85%d0%bd%d0%be%d0%bb%d0%be-3/,"Аэрогриль DEMIAND SANDERS c Wifi управлением, с технологией приготовления с паром и горячим обдувом воздуха на 360°, режим жарка на сковороде, чаша на 6 литров, 12 программ, белого цвета",VAITAN Demiand Sanders аэрогриль белый л Wi-Fi 12 программ,missing,market_data_not_loaded,,,,,,20,1_main_air_fryers,ozon/wb/manual,,,,,,,DEMIAND DK-2200 Белый-Wifi SANDERS аэрогриль белый,https://www.ozon.kz/search/?text=DEMIAND+DK-2200+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9-Wifi+SANDERS+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9,https://www.wildberries.ru/catalog/0/search.aspx?search=DEMIAND+DK-2200+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9-Wifi+SANDERS+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9,https://kaspi.kz/shop/search/?text=DEMIAND+DK-2200+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9-Wifi+SANDERS+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9,https://www.google.com/search?q=DEMIAND+DK-2200+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9-Wifi+SANDERS+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9+%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C+%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,для input/market заполнять fill_*; product_key не менять
