priority,product_key,supplier_key,category_key,model_key,variant_key,official_article,official_price,official_url,official_title,kaspi_title,current_market_status,market_sellable_reason,current_market_source,current_market_price,current_market_url,kaspi_price,kaspi_stock,lead_time_days,market_priority_bucket,recommended_source,fill_source,fill_url,fill_price,fill_available,fill_stock,fill_lead_time_days,search_query,search_ozon_url,search_wb_url,search_kaspi_url,search_google_url,notes
12,demiand_air_fryer_tarvin_wifi_beige,demiand,air_fryers,tarvin,wifi_beige,DK-5200/Бежевый,11000,https://demiand.ru/product/%d0%b0%d1%8d%d1%80%d0%be%d0%b3%d1%80%d0%b8%d0%bb%d1%8c-demiand-tarvin-%d1%81-wi-fi-%d1%83%d0%bf%d1%80%d0%b0%d0%b2%d0%bb%d0%b5%d0%bd%d0%b8%d0%b5%d0%bc-%d1%87%d0%b5%d1%80%d0%b5%d0%b7-%d0%bf%d1%80-3/,"Аэрогриль DEMIAND TARVIN с Wi-Fi, управлением через приложение, с функциями фритюрницы, гриля, духовки, тостера, мини-печи",VAITAN Demiand Tarvin аэрогриль бежевый л 12 программ,missing,market_data_not_loaded,,,,,,20,1_main_air_fryers,ozon/wb/manual,,,,,,,DEMIAND DK-5200 Бежевый TARVIN аэрогриль,https://www.ozon.kz/search/?text=DEMIAND+DK-5200+%D0%91%D0%B5%D0%B6%D0%B5%D0%B2%D1%8B%D0%B9+TARVIN+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C,https://www.wildberries.ru/catalog/0/search.aspx?search=DEMIAND+DK-5200+%D0%91%D0%B5%D0%B6%D0%B5%D0%B2%D1%8B%D0%B9+TARVIN+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C,https://kaspi.kz/shop/search/?text=DEMIAND+DK-5200+%D0%91%D0%B5%D0%B6%D0%B5%D0%B2%D1%8B%D0%B9+TARVIN+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C,https://www.google.com/search?q=DEMIAND+DK-5200+%D0%91%D0%B5%D0%B6%D0%B5%D0%B2%D1%8B%D0%B9+TARVIN+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C+%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,для input/market заполнять fill_*; product_key не менять
12,demiand_air_fryer_tarvin_wifi_black,demiand,air_fryers,tarvin,wifi_black,DK-5200/Черный,11000,https://demiand.ru/product/%d0%b0%d1%8d%d1%80%d0%be%d0%b3%d1%80%d0%b8%d0%bb%d1%8c-demiand-tarvin-%d1%81-wi-fi-%d1%83%d0%bf%d1%80%d0%b0%d0%b2%d0%bb%d0%b5%d0%bd%d0%b8%d0%b5%d0%bc-%d1%87%d0%b5%d1%80%d0%b5%d0%b7-%d0%bf%d1%80-2/,Аэрогриль DEMIAND TARVIN с Wi-Fi,VAITAN Demiand Tarvin аэрогриль черный л 12 программ,missing,market_data_not_loaded,,,,,,20,1_main_air_fryers,ozon/wb/manual,,,,,,,DEMIAND DK-5200 Черный TARVIN аэрогриль,https://www.ozon.kz/search/?text=DEMIAND+DK-5200+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+TARVIN+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C,https://www.wildberries.ru/catalog/0/search.aspx?search=DEMIAND+DK-5200+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+TARVIN+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C,https://kaspi.kz/shop/search/?text=DEMIAND+DK-5200+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+TARVIN+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C,https://www.google.com/search?q=DEMIAND+DK-5200+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+TARVIN+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C+%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,для input/market заполнять fill_*; product_key не менять
12,demiand_air_fryer_tarvin_wifi_white,demiand,air_fryers,tarvin,wifi_white,DK-5200/Белый,11000,https://demiand.ru/product/%d0%b0%d1%8d%d1%80%d0%be%d0%b3%d1%80%d0%b8%d0%bb%d1%8c-demiand-tarvin-%d1%81-wi-fi-%d1%83%d0%bf%d1%80%d0%b0%d0%b2%d0%bb%d0%b5%d0%bd%d0%b8%d0%b5%d0%bc-%d1%87%d0%b5%d1%80%d0%b5%d0%b7-%d0%bf%d1%80%d0%b8/,Аэрогриль DEMIAND TARVIN с Wi-Fi и управлением через приложение,VAITAN Demiand Tarvin аэрогриль белый л 12 программ,missing,market_data_not_loaded,,,,,,20,1_main_air_fryers,ozon/wb/manual,,,,,,,DEMIAND DK-5200 Белый TARVIN аэрогриль,https://www.ozon.kz/search/?text=DEMIAND+DK-5200+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9+TARVIN+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C,https://www.wildberries.ru/catalog/0/search.aspx?search=DEMIAND+DK-5200+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9+TARVIN+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C,https://kaspi.kz/shop/search/?text=DEMIAND+DK-5200+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9+TARVIN+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C,https://www.google.com/search?q=DEMIAND+DK-5200+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9+TARVIN+%D0%B0%D1%8D%D1%80%D0%BE%D0%B3%D1%80%D0%B8%D0%BB%D1%8C+%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C+%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,для input/market заполнять fill_*; product_key не менять
22,demiand_coffee_maker_kf_3100,demiand,coffee_makers,kf_3100,,KF-3100,21000,https://demiand.ru/product/kofevarka-rozhkovaya-luno-demiand-7-v-1-s-avtomaticheskim-kapuchinatorom-s-programmami-espresso-amerikano-kapuchino-latte-flet-uajt-xolodnyj-espresso-i-molochnoj-peny-vybor-obema-kofe-s-4-mya-s/,Кофеварка рожковая LUNO DEMIAND 7 В 1 С АВТОМАТИЧЕСКИМ КАПУЧИНАТОРОМ,VAITAN Demiand Кофеварка рожковая LUNO DEMIAND 7 В 1 С АВТОМАТИЧЕСКИМ КАПУЧИНАТОРОМ,missing,market_data_not_loaded,,,,,,20,2_main_kitchen,ozon/wb/manual,,,,,,,DEMIAND KF-3100 KF 3100 кофеварка,https://www.ozon.kz/search/?text=DEMIAND+KF-3100+KF+3100+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0,https://www.wildberries.ru/catalog/0/search.aspx?search=DEMIAND+KF-3100+KF+3100+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0,https://kaspi.kz/shop/search/?text=DEMIAND+KF-3100+KF+3100+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0,https://www.google.com/search?q=DEMIAND+KF-3100+KF+3100+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0+%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C+%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,для input/market заполнять fill_*; product_key не менять
22,demiand_coffee_maker_kf_3200_black,demiand,coffee_makers,kf_3200,black,KF-3200/Черная,21000,https://demiand.ru/product/kofevarka-rozhkovaya-retro-demiand-3-v-1-s-avtomaticheskim-kapuchinatorom-dlya-prigotovleniya-napitkov-espresso-kapuchino-latte-i-prosto-molochnoj-peny-s-4-mya-smennymi-filtrami-dlya-molotogo-kof-2/,Кофеварка рожковая RETRO DEMIAND 3 В 1 С АВТОМАТИЧЕСКИМ КАПУЧИНАТОРОМ ЧЕРНАЯ,VAITAN Demiand Кофеварка рожковая RETRO DEMIAND 3 В 1 С АВТОМАТИЧЕСКИМ КАПУЧИНАТОРОМ ЧЕРНАЯ,missing,market_data_not_loaded,,,,,,20,2_main_kitchen,ozon/wb/manual,,,,,,,DEMIAND KF-3200 Черная KF 3200 кофеварка черный,https://www.ozon.kz/search/?text=DEMIAND+KF-3200+%D0%A7%D0%B5%D1%80%D0%BD%D0%B0%D1%8F+KF+3200+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9,https://www.wildberries.ru/catalog/0/search.aspx?search=DEMIAND+KF-3200+%D0%A7%D0%B5%D1%80%D0%BD%D0%B0%D1%8F+KF+3200+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9,https://kaspi.kz/shop/search/?text=DEMIAND+KF-3200+%D0%A7%D0%B5%D1%80%D0%BD%D0%B0%D1%8F+KF+3200+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9,https://www.google.com/search?q=DEMIAND+KF-3200+%D0%A7%D0%B5%D1%80%D0%BD%D0%B0%D1%8F+KF+3200+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C+%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,для input/market заполнять fill_*; product_key не менять
22,demiand_coffee_maker_kf_3200_white,demiand,coffee_makers,kf_3200,white,KF-3200/Белая,21000,https://demiand.ru/product/kofevarka-rozhkovaya-retro-demiand-3-v-1-s-avtomaticheskim-kapuchinatorom-dlya-prigotovleniya-napitkov-espresso-kapuchino-latte-i-prosto-molochnoj-peny-s-4-mya-smennymi-filtrami-dlya-molotogo-kof/,Кофеварка рожковая RETRO DEMIAND 3 В 1 С АВТОМАТИЧЕСКИМ КАПУЧИНАТОРОМ БЕЛАЯ,VAITAN Demiand Кофеварка рожковая RETRO DEMIAND 3 В 1 С АВТОМАТИЧЕСКИМ КАПУЧИНАТОРОМ БЕЛАЯ,missing,market_data_not_loaded,,,,,,20,2_main_kitchen,ozon/wb/manual,,,,,,,DEMIAND KF-3200 Белая KF 3200 кофеварка белый,https://www.ozon.kz/search/?text=DEMIAND+KF-3200+%D0%91%D0%B5%D0%BB%D0%B0%D1%8F+KF+3200+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0+%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9,https://www.wildberries.ru/catalog/0/search.aspx?search=DEMIAND+KF-3200+%D0%91%D0%B5%D0%BB%D0%B0%D1%8F+KF+3200+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0+%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9,https://kaspi.kz/shop/search/?text=DEMIAND+KF-3200+%D0%91%D0%B5%D0%BB%D0%B0%D1%8F+KF+3200+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0+%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9,https://www.google.com/search?q=DEMIAND+KF-3200+%D0%91%D0%B5%D0%BB%D0%B0%D1%8F+KF+3200+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0+%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9+%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C+%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,для input/market заполнять fill_*; product_key не менять
22,demiand_coffee_maker_kf_3500_black,demiand,coffee_makers,kf_3500,black,KF-3500/Черная,24500,https://demiand.ru/product/%d0%ba%d0%be%d1%84%d0%b5%d0%b2%d0%b0%d1%80%d0%ba%d0%b0-%d1%80%d0%be%d0%b6%d0%ba%d0%be%d0%b2%d0%b0%d1%8f-demiand-rivo-7-%d0%b2-1-%d1%81-%d0%b0%d0%b2%d1%82%d0%be%d0%bc%d0%b0%d1%82%d0%b8%d1%87%d0%b5-3/,"Кофеварка рожковая DEMIAND RIVO 7 В 1 с автоматическим капучинатором, черного цвета, с 7 программами приготовления","VAITAN Demiand Кофеварка рожковая DEMIAND RIVO 7 В 1 с автоматическим капучинатором, черного цвета, с 7 программами",missing,market_data_not_loaded,,,,,,20,2_main_kitchen,ozon/wb/manual,,,,,,,DEMIAND KF-3500 Черная KF 3500 кофеварка черный,https://www.ozon.kz/search/?text=DEMIAND+KF-3500+%D0%A7%D0%B5%D1%80%D0%BD%D0%B0%D1%8F+KF+3500+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9,https://www.wildberries.ru/catalog/0/search.aspx?search=DEMIAND+KF-3500+%D0%A7%D0%B5%D1%80%D0%BD%D0%B0%D1%8F+KF+3500+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9,https://kaspi.kz/shop/search/?text=DEMIAND+KF-3500+%D0%A7%D0%B5%D1%80%D0%BD%D0%B0%D1%8F+KF+3500+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9,https://www.google.com/search?q=DEMIAND+KF-3500+%D0%A7%D0%B5%D1%80%D0%BD%D0%B0%D1%8F+KF+3500+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C+%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,для input/market заполнять fill_*; product_key не менять
22,demiand_coffee_maker_kf_3500_white,demiand,coffee_makers,kf_3500,white,KF-3500/Белая,24500,https://demiand.ru/product/%d0%ba%d0%be%d1%84%d0%b5%d0%b2%d0%b0%d1%80%d0%ba%d0%b0-%d1%80%d0%be%d0%b6%d0%ba%d0%be%d0%b2%d0%b0%d1%8f-demiand-rivo-7-%d0%b2-1-%d1%81-%d0%b0%d0%b2%d1%82%d0%be%d0%bc%d0%b0%d1%82%d0%b8%d1%87%d0%b5-2/,"Кофеварка рожковая DEMIAND RIVO 7 В 1 с автоматическим капучинатором, белого цвета, с 7 программами приготовления","VAITAN Demiand Кофеварка рожковая DEMIAND RIVO 7 В 1 с автоматическим капучинатором, белого цвета, с 7 программами",missing,market_data_not_loaded,,,,,,20,2_main_kitchen,ozon/wb/manual,,,,,,,DEMIAND KF-3500 Белая KF 3500 кофеварка белый,https://www.ozon.kz/search/?text=DEMIAND+KF-3500+%D0%91%D0%B5%D0%BB%D0%B0%D1%8F+KF+3500+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0+%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9,https://www.wildberries.ru/catalog/0/search.aspx?search=DEMIAND+KF-3500+%D0%91%D0%B5%D0%BB%D0%B0%D1%8F+KF+3500+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0+%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9,https://kaspi.kz/shop/search/?text=DEMIAND+KF-3500+%D0%91%D0%B5%D0%BB%D0%B0%D1%8F+KF+3500+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0+%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9,https://www.google.com/search?q=DEMIAND+KF-3500+%D0%91%D0%B5%D0%BB%D0%B0%D1%8F+KF+3500+%D0%BA%D0%BE%D1%84%D0%B5%D0%B2%D0%B0%D1%80%D0%BA%D0%B0+%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9+%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C+%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,для input/market заполнять fill_*; product_key не менять
32,demiand_oven_dk_2800_black,demiand,ovens,dk_2800,black,DK-2800/Черная,23500,https://demiand.ru/product/elektricheskaya-pech-dlya-piccy-sole-demiand-s-podovym-kamnem-2-tena-6-avtomaticheskix-programm-sensornoe-upravlenie-temperatura-do-450-s-lopatka-dlya-pechi-v-komplekte-vizualnoe-okno-reg/,Электрическая Печь SOLE DEMIAND с подовым камнем,VAITAN Demiand Электрическая Печь SOLE DEMIAND с подовым камнем,missing,market_data_not_loaded,,,,,,20,2_main_kitchen,ozon/wb/manual,,,,,,,DEMIAND DK-2800 Черная DK 2800 печь черный,https://www.ozon.kz/search/?text=DEMIAND+DK-2800+%D0%A7%D0%B5%D1%80%D0%BD%D0%B0%D1%8F+DK+2800+%D0%BF%D0%B5%D1%87%D1%8C+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9,https://www.wildberries.ru/catalog/0/search.aspx?search=DEMIAND+DK-2800+%D0%A7%D0%B5%D1%80%D0%BD%D0%B0%D1%8F+DK+2800+%D0%BF%D0%B5%D1%87%D1%8C+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9,https://kaspi.kz/shop/search/?text=DEMIAND+DK-2800+%D0%A7%D0%B5%D1%80%D0%BD%D0%B0%D1%8F+DK+2800+%D0%BF%D0%B5%D1%87%D1%8C+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9,https://www.google.com/search?q=DEMIAND+DK-2800+%D0%A7%D0%B5%D1%80%D0%BD%D0%B0%D1%8F+DK+2800+%D0%BF%D0%B5%D1%87%D1%8C+%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C+%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,для input/market заполнять fill_*; product_key не менять
42,demiand_blender_bl_1200_black,demiand,blenders,bl_1200,black,BL-1200/Черный,20500,https://demiand.ru/product/%d0%b1%d0%bb%d0%b5%d0%bd%d0%b4%d0%b5%d1%80-%d1%81%d1%83%d0%bf%d0%be%d0%b2%d0%b0%d1%80%d0%ba%d0%b0-demixi-7-%d0%b2-1-%d1%81-%d0%bd%d0%b0%d0%b3%d1%80%d0%b5%d0%b2%d0%be%d0%bc-%d0%b4%d0%be-100/,"Блендер-суповарка DeMixi 7 в 1, с нагревом до 100°С;","VAITAN Demiand Блендер-суповарка DeMixi 7 в 1, с нагревом до 100°С;",missing,market_data_not_loaded,,,,,,20,2_main_kitchen,ozon/wb/manual,,,,,,,DEMIAND BL-1200 Черный BL 1200 блендер,https://www.ozon.kz/search/?text=DEMIAND+BL-1200+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+BL+1200+%D0%B1%D0%BB%D0%B5%D0%BD%D0%B4%D0%B5%D1%80,https://www.wildberries.ru/catalog/0/search.aspx?search=DEMIAND+BL-1200+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+BL+1200+%D0%B1%D0%BB%D0%B5%D0%BD%D0%B4%D0%B5%D1%80,https://kaspi.kz/shop/search/?text=DEMIAND+BL-1200+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+BL+1200+%D0%B1%D0%BB%D0%B5%D0%BD%D0%B4%D0%B5%D1%80,https://www.google.com/search?q=DEMIAND+BL-1200+%D0%A7%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+BL+1200+%D0%B1%D0%BB%D0%B5%D0%BD%D0%B4%D0%B5%D1%80+%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C+%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,для input/market заполнять fill_*; product_key не менять
42,demiand_blender_bl_1200_white,demiand,blenders,bl_1200,white,BL-1200/Белый,20500,https://demiand.ru/product/%d0%b1%d0%bb%d0%b5%d0%bd%d0%b4%d0%b5%d1%80-%d1%81%d1%83%d0%bf%d0%be%d0%b2%d0%b0%d1%80%d0%ba%d0%b0-demixi-7-%d0%b2-1-%d1%81-%d0%bd%d0%b0%d0%b3%d1%80%d0%b5%d0%b2%d0%be%d0%bc-%d0%b4%d0%be-100-2/,"Блендер-суповарка DeMixi 7 в 1, с нагревом до 100°С","VAITAN Demiand Блендер-суповарка DeMixi 7 в 1, с нагревом до 100°С",missing,market_data_not_loaded,,,,,,20,2_main_kitchen,ozon/wb/manual,,,,,,,DEMIAND BL-1200 Белый BL 1200 блендер,https://www.ozon.kz/search/?text=DEMIAND+BL-1200+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9+BL+1200+%D0%B1%D0%BB%D0%B5%D0%BD%D0%B4%D0%B5%D1%80,https://www.wildberries.ru/catalog/0/search.aspx?search=DEMIAND+BL-1200+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9+BL+1200+%D0%B1%D0%BB%D0%B5%D0%BD%D0%B4%D0%B5%D1%80,https://kaspi.kz/shop/search/?text=DEMIAND+BL-1200+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9+BL+1200+%D0%B1%D0%BB%D0%B5%D0%BD%D0%B4%D0%B5%D1%80,https://www.google.com/search?q=DEMIAND+BL-1200+%D0%91%D0%B5%D0%BB%D1%8B%D0%B9+BL+1200+%D0%B1%D0%BB%D0%B5%D0%BD%D0%B4%D0%B5%D1%80+%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C+%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,для input/market заполнять fill_*; product_key не менять
